matching_id	role	cancer_id	cancer_normalized	gene_hugo_id	gene_entrez_id	gene_normalized	citation_count
67cfeb80ae5a2b32efa93460a4eb7e83	Tumor_Suppressor	DOID:3369	Ewing sarcoma	HGNC:9588	5728	PTEN	2
e2ea57795e918b30e5f6461cce0c4512	Tumor_Suppressor	DOID:3369	Ewing sarcoma	HGNC:3508	2130	EWSR1	2
63b8d9d70fba84d1e594d26298b78884	Tumor_Suppressor	DOID:3369	Ewing sarcoma	HGNC:13200	7791	ZYX	2
86bb159fef5a8cb8a6617797fa9decf5	Tumor_Suppressor	DOID:3369	Ewing sarcoma	HGNC:12796	7490	WT1	2
45cbdfa0f3386906d9a321d3f301d58d	Tumor_Suppressor	DOID:3369	Ewing sarcoma	HGNC:11998	7157	TP53	2
8eaa4bebee51e8b9e22acfe5b6a8d64b	Tumor_Suppressor	DOID:3355	fibrosarcoma	HGNC:3238	1958	EGR1	2
d23a92d52125cb48ab92e5693b9c932d	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:9950	9400	RECQL5	2
0cf4e81109be039b117cd527c7296672	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:9882	11186	RASSF1	2
39c754dc3cd8cd976709a502ca4f38bf	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:7785	4781	NFIB	2
67514ebad6a5f6db84728c01bbe81207	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:6664	4015	LOX	2
d91a86f5279faeadb379f1eca3af6543	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:30130	152559	PAQR3	2
000bb7459b7940c228a1d9f7e136ed97	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:2235	1316	KLF6	2
66104089eb2ba81accff5e14963daf3b	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:20670	117581	TWIST2	2
467fb5b9e0750d6a2f1ee0b01dd7c8e1	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:19179	152189	CMTM8	2
4e3ba28d80c9b9984c8d735a25e64ef5	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:1787	1029	CDKN2A	2
8cf3dbc8d3f472233e8ec6d95090844b	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:15682	80012	PHC3	2
c95d8638410cacbef053e1803a022158	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:14310	29117	BRD7	2
9fbcb68e018faf113e9ef21b24d1f99f	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:10472	860	RUNX2	2
d16c3be51f3807b0d727e7f7388545ef	Tumor_Suppressor	DOID:3302	chordoma	HGNC:11998	7157	TP53	2
79ce707d321845a9ad85e6d613923f36	Tumor_Suppressor	DOID:3247	rhabdomyosarcoma	HGNC:3703	2274	FHL2	2
c18f24d05b3e179e661c72a89236626d	Tumor_Suppressor	DOID:3247	rhabdomyosarcoma	HGNC:2928	1756	DMD	2
a560ed08b056ee8cdef2bdb498ffd96b	Tumor_Suppressor	DOID:3247	rhabdomyosarcoma	HGNC:11386	6786	STIM1	2
86322615cfdbbcb893a2e0bc884bd0dc	Tumor_Suppressor	DOID:3246	embryonal rhabdomyosarcoma	HGNC:11998	7157	TP53	2
cd1b24558dd1d7d6e49c1b792bfe898c	Tumor_Suppressor	DOID:3234	central nervous system lymphoma	HGNC:9346	639	PRDM1	2
645f2f6aeb1b197967df206e8c9f8207	Tumor_Suppressor	DOID:3151	skin squamous cell carcinoma	HGNC:7785	4781	NFIB	2
d62f03a57dbe270a297091fd7d69f86b	Tumor_Suppressor	DOID:3119	gastrointestinal system cancer	HGNC:6294	3784	KCNQ1	2
3155fa45bde9afd43518beb2df5d6368	Tumor_Suppressor	DOID:3119	gastrointestinal system cancer	HGNC:11190	6663	SOX10	2
6143e910c4de17b3e410705ff9a9ce61	Tumor_Suppressor	DOID:3078	grade III astrocytoma	HGNC:11998	7157	TP53	2
b43bca966d06ac2bcfa58c1ef6b355f0	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:9347	7799	PRDM2	2
3a7a4491844115c725b14819ca3c02f5	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:8661	5101	PCDH9	2
4716d30d37a7071ec492b8c69694a154	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:8607	5071	PRKN	2
4d7dab6f57e07560213fb702ef7e746a	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:7773	4771	NF2	2
2bd668e058d10640ad6c2b75469e1475	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:5951	23705	CADM1	2
e0aa44f712c4d710f57dd8cee1c437e3	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:5382	3417	IDH1	2
42224755cc65aadd7aa4fa88d1037387	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:4235	2670	GFAP	2
25abff091c1d756d43bb6f9bc9512483	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:3955	2444	FRK	2
020cde58cb527e16c44f9ef987d1ceef	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:3244	30845	EHD3	2
d1a5c9b1ed1d07faf0b534f2e3d1698e	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:30991	121227	LRIG3	2
7028e3993ff7365164e96826bf6e65d6	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:17601	57863	CADM3	2
a9831f4fe1f85643813922b5f18813a3	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:1717	989	SEPT7	2
588919d73b841c14ce1d821e330101eb	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:14542	65268	WNK2	2
5055bbb8709b6e1ffc01228c04f5cad5	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:14460	57447	NDRG2	2
edec9782ce2998ccddae06a524310453	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:12429	57045	TWSG1	2
f29883ad11d0188a3841f450d352de52	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:1101	675	BRCA2	2
3b6cfd57528ca97642562147475bda75	Tumor_Suppressor	DOID:3069	astrocytoma	HGNC:4235	2670	GFAP	2
30d30e8c81f8aecc8867b4fb4aea3e49	Tumor_Suppressor	DOID:3069	astrocytoma	HGNC:19164	90627	STARD13	2
5ad1eaba05b4dac6db7f7c015c1928b0	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:943	575	ADGRB1	2
421f7b8ec98d0494a9ba50d2f7083810	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:7763	4761	NEUROD2	2
9c46c52dde0e3e5571faffaa4c6dbee5	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:6106	50943	FOXP3	2
54453ccc0a214d2c983778a8fc32a4a6	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:4407	2786	GNG4	2
206ae5e0ad7999c4f202a9bb806cfdf0	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:3236	1956	EGFR	2
2837168b5600694de70fa9e8360d1aad	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:30933	84707	BEX2	2
f6368b9c0f53922b214c5aec9a0f97de	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:30242	7991	TUSC3	2
a7815db5b89f0be724074329224510d8	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:24050	153222	CREBRF	2
3a8e4c3f78ee7fe288d795e671a19cf3	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:23377	54914	FOCAD	2
3b99ba72ffc3c527b41c2d5f8b73cb3c	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:1788	1030	CDKN2B	2
eb5e38f85ebac290caaa4030f8ad3cd0	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:1785	1027	CDKN1B	2
2a48481cd26824f40178aeca4de18410	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:16704	57030	SLC17A7	2
5d6e751feae0659d83ffee755fa661a2	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:12691	7430	EZR	2
6095934e55a0308f36de88acf31f00ed	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:12429	57045	TWSG1	2
f51bfe52c2ce7b03d209d938eac614cf	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:10831	6456	SH3GL2	2
aa9f37c54a159eacfefcbe4dc59d3027	Tumor_Suppressor	DOID:2893	cervix carcinoma	HGNC:11204	6662	SOX9	2
134cfbeecac8c2bf954baba0076c1750	Tumor_Suppressor	DOID:2876	laryngeal squamous cell carcinoma	HGNC:9668	5789	PTPRD	2
6d4f6786ccdba8bfa2c752a21d24aeff	Tumor_Suppressor	DOID:2876	laryngeal squamous cell carcinoma	HGNC:11998	7157	TP53	2
cd5fea91202a252868ee006f845aab97	Tumor_Suppressor	DOID:2871	endometrial carcinoma	HGNC:3218	2202	EFEMP1	2
53162374fbb0c2aaf71a78aa8f1823c7	Tumor_Suppressor	DOID:2871	endometrial carcinoma	HGNC:11998	7157	TP53	2
6729ac5d4f0beb7edcb9d2faadc37abe	Tumor_Suppressor	DOID:263	kidney cancer	HGNC:4283	2705	GJB1	2
bd7cf1d5bd5e5670e370fa04a553ccd1	Tumor_Suppressor	DOID:263	kidney cancer	HGNC:37269	134111	UBE2QL1	2
e4b63efde41fa88ab79ebb0159f7fd4f	Tumor_Suppressor	DOID:263	kidney cancer	HGNC:30064	55193	PBRM1	2
67ecdc6d5b3bd7e276d571b39285b60b	Tumor_Suppressor	DOID:263	kidney cancer	HGNC:28288	113277	TMEM106A	2
a11075129c1eacd39fdfd7aeb90bea5d	Tumor_Suppressor	DOID:263	kidney cancer	HGNC:1132	10950	BTG3	2
830bd3f8fe31d07578fc1b71893308fb	Tumor_Suppressor	DOID:2596	larynx cancer	HGNC:11998	7157	TP53	2
19a9a757b321a52757119f241b1c085b	Tumor_Suppressor	DOID:2531	hematologic cancer	HGNC:6079	3635	INPP5D	2
edc82a797813e993f24f671c5a6786b6	Tumor_Suppressor	DOID:2531	hematologic cancer	HGNC:19383	8651	SOCS1	2
abedf8f0ff8c5addf9dd8e7f4b680e37	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:9645	5782	PTPN12	2
0a3db94886efcb341f4ccee05c7da80f	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:8763	27250	PDCD4	2
c0b440aa52a78cdf0fdff55e107bd640	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:701	406	ARNTL	2
157044b9781cfee3f39e38b9f111b1b5	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:6844	6416	MAP2K4	2
056e0ef570e2c83d0fd8e0864c113710	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:6111	10788	IQGAP2	2
f9aa384e05a4e2514b755753a53bd297	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:583	324	APC	2
5ddf9439f3bb892c749fe90930fe957a	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:2500	1490	CCN2	2
01bfdec3362740e43ccd452d6db003ab	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:2174	152330	CNTN4	2
a81517010ad70277d0fc91469f35c660	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:20473	83990	BRIP1	2
e0605394198572ae45dfb315543a9747	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:20391	23213	SULF1	2
19ffc83d0a0622006fb9c3099203973b	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:1787	1029	CDKN2A	2
96628279add718b0d7822c5169e9c22e	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:16421	55553	SOX6	2
e428589c97a002eb8b60f1db43025c6b	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:14620	26136	TES	2
3387634746a30c801fc3c4550d595f43	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:12513	7345	UCHL1	2
a5dacb4c57f469383d41e1393a486dbf	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:1085	665	BNIP3L	2
ac7c8a5c8d3d98fccb1b3d1c25354d52	Tumor_Suppressor	DOID:219	colon cancer	HGNC:9967	5979	RET	2
e20bfa971b61e53945673eca3b62c9be	Tumor_Suppressor	DOID:219	colon cancer	HGNC:9882	11186	RASSF1	2
9e7be5560df0af2d2f504485d2a74199	Tumor_Suppressor	DOID:219	colon cancer	HGNC:9588	5728	PTEN	2
17284030326c5ee4e254b763adc37780	Tumor_Suppressor	DOID:219	colon cancer	HGNC:9232	5465	PPARA	2
2f88cf1552e511cfbc5e619077431c2c	Tumor_Suppressor	DOID:219	colon cancer	HGNC:8033	4916	NTRK3	2
b779116ec10d57ece11e24e0cd07e8e9	Tumor_Suppressor	DOID:219	colon cancer	HGNC:5112	10481	HOXB13	2
67a00ae36dcfbdf80cca33efe6c01616	Tumor_Suppressor	DOID:219	colon cancer	HGNC:433	246	ALOX15	2
adffa7f1ce1eab3d052c60551331209f	Tumor_Suppressor	DOID:219	colon cancer	HGNC:3821	2309	FOXO3	2
4b2a4e7c61bf24c7bea7187b68cb6f7a	Tumor_Suppressor	DOID:219	colon cancer	HGNC:3804	27022	FOXD3	2
c65a02c0a57297c32a4082dde521dad6	Tumor_Suppressor	DOID:219	colon cancer	HGNC:3606	2203	FBP1	2
8a7c45c61f80f045d572a2df7ed379db	Tumor_Suppressor	DOID:219	colon cancer	HGNC:3114	1870	E2F2	2
9c37c28bf9595b436f6cd4cb286073e6	Tumor_Suppressor	DOID:219	colon cancer	HGNC:28889	23423	TMED3	2
06e3650c99f05b496a2da0d9b49491ad	Tumor_Suppressor	DOID:219	colon cancer	HGNC:2550	10659	CELF2	2
b94531d6ba6b70e91518f809d9ca7c48	Tumor_Suppressor	DOID:219	colon cancer	HGNC:24827	338442	HCAR2	2
82d9532f242f492a370a48bb17b34337	Tumor_Suppressor	DOID:219	colon cancer	HGNC:21396	51099	ABHD5	2
e4715b8268b5de6086bba6b1b910b6b5	Tumor_Suppressor	DOID:219	colon cancer	HGNC:1784	1026	CDKN1A	2
90bfb64499d301abb5d83333077a2fff	Tumor_Suppressor	DOID:219	colon cancer	HGNC:14929	23411	SIRT1	2
f415b7f04be883dfdacaa0664f695e93	Tumor_Suppressor	DOID:219	colon cancer	HGNC:12569	8633	UNC5C	2
4db60f74e4075092b9e65612ae4e7f0f	Tumor_Suppressor	DOID:219	colon cancer	HGNC:11270	10253	SPRY2	2
affbda11fe2524ebe7b75dc76f779d33	Tumor_Suppressor	DOID:219	colon cancer	HGNC:11220	8404	SPARCL1	2
0d942272b6b5a3ce8fdbe20c0ccedb31	Tumor_Suppressor	DOID:2155	malignant ovarian germ cell neoplasm	HGNC:11998	7157	TP53	2
79b3a29a28b03e3e8dd4de986e3e9cfb	Tumor_Suppressor	DOID:2154	nephroblastoma	HGNC:3002	1800	DPEP1	2
8429df01947f105c146641109a833c3c	Tumor_Suppressor	DOID:2154	nephroblastoma	HGNC:21694	11281	POU6F2	2
0c430390ef33baa2d131b55665ff0de4	Tumor_Suppressor	DOID:2154	nephroblastoma	HGNC:1748	999	CDH1	2
712a3a5e57ad68c52d992ab566b20b7b	Tumor_Suppressor	DOID:2154	nephroblastoma	HGNC:16850	9646	CTR9	2
087a7e6e4448fd38b598b296f18b7ca4	Tumor_Suppressor	DOID:2152	ovary epithelial cancer	HGNC:11998	7157	TP53	2
5dab9d8fbdd841532b4d890c67ffcdb8	Tumor_Suppressor	DOID:2129	atypical teratoid rhabdoid tumor	HGNC:11103	6598	SMARCB1	2
077201b19c53912bb0a37bd84614acf9	Tumor_Suppressor	DOID:1909	melanoma	HGNC:9858	5909	RAP1GAP	2
8df23ad639b070b99c404c4ddd6fba57	Tumor_Suppressor	DOID:1909	melanoma	HGNC:9668	5789	PTPRD	2
f348a367653f043e2db739eed884d83e	Tumor_Suppressor	DOID:1909	melanoma	HGNC:950	8314	BAP1	2
d060bdde976f1bdb98601728b4014206	Tumor_Suppressor	DOID:1909	melanoma	HGNC:8618	5078	PAX4	2
124e5721e74bb0da40e3edc58404acd8	Tumor_Suppressor	DOID:1909	melanoma	HGNC:8607	5071	PRKN	2
46d4d2f8479ad3044287a24b569c2728	Tumor_Suppressor	DOID:1909	melanoma	HGNC:7885	4856	CCN3	2
cebf48ddb44b8eb2b29e3040eef15c53	Tumor_Suppressor	DOID:1909	melanoma	HGNC:7413	4507	MTAP	2
468a8f9f7e85d1d16399ce3bc1d1ef0e	Tumor_Suppressor	DOID:1909	melanoma	HGNC:544	309	ANXA6	2
b30054bb17d3f1d0cb64da62554bac8a	Tumor_Suppressor	DOID:1909	melanoma	HGNC:3009	1803	DPP4	2
c93ffac0318e46959791d5c97f58156a	Tumor_Suppressor	DOID:1909	melanoma	HGNC:2235	1316	KLF6	2
176a427ca839457676bf1c141e0dc8ef	Tumor_Suppressor	DOID:1909	melanoma	HGNC:21744	64506	CPEB1	2
a4c6cdeb407b81cd5ee7e6f603ab91ec	Tumor_Suppressor	DOID:1909	melanoma	HGNC:18078	51341	ZBTB7A	2
fd83d93f9677dd19234f95abbdd65afa	Tumor_Suppressor	DOID:1909	melanoma	HGNC:1748	999	CDH1	2
1e3cef40828762491ad9dee68e50f520	Tumor_Suppressor	DOID:1909	melanoma	HGNC:1692	967	CD63	2
a9cd02f1f53ed2b73ca2bbeb82dc22fa	Tumor_Suppressor	DOID:1909	melanoma	HGNC:1476	823	CAPN1	2
531460a98746508d6567142431eb4b11	Tumor_Suppressor	DOID:1909	melanoma	HGNC:12862	7538	ZFP36	2
6ae13d74538eccacd5c530c9d4aa0528	Tumor_Suppressor	DOID:1909	melanoma	HGNC:11748	7024	TFCP2	2
3b3efe72a65e609754a86fce47492359	Tumor_Suppressor	DOID:1909	melanoma	HGNC:1052	274	BIN1	2
f6c15452514733a581cbd6e4c708fe3d	Tumor_Suppressor	DOID:1799	islet cell tumor	HGNC:8934	23612	PHLDA3	2
c22b0f7bd682dfe960d585ce8e0182d8	Tumor_Suppressor	DOID:1799	islet cell tumor	HGNC:7010	4221	MEN1	2
2c75dccf829394e00637f2696b7b8217	Tumor_Suppressor	DOID:1799	islet cell tumor	HGNC:391	207	AKT1	2
999a8efc99dbe6c74615fbf4a78c4768	Tumor_Suppressor	DOID:1799	islet cell tumor	HGNC:1786	1028	CDKN1C	2
64ec2eba82e0cbfb4d58da7a5fdffec9	Tumor_Suppressor	DOID:1799	islet cell tumor	HGNC:12687	7428	VHL	2
6c7642fb23a8cedf73f34e37c36b6230	Tumor_Suppressor	DOID:1799	islet cell tumor	HGNC:11998	7157	TP53	2
b42c228010250bbb12e3e6f2fc985cc7	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:7514	4585	MUC4	2
a09579d59adc2ae6bb43800d3521415a	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:6866	9448	MAP4K4	2
6242943f915b0275d8603d0da568b9fd	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:6863	11184	MAP4K1	2
638ec5408f3eff881caa7d548a886946	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:6344	9365	KL	2
b483e3d34f23071b59331f5afb2084bc	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:4983	3146	HMGB1	2
209d328f74af852367ed17bd0818a0e7	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:2893	27122	DKK3	2
4c6ea6106f563aafd0d88c4ff8180e48	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:25966	54845	ESRP1	2
2ac0964b992c8afe75c172388a99f4c1	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:24437	55748	CNDP2	2
63aaf311a399b16f43946e9c23540fa0	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:16290	51592	TRIM33	2
0f2437996bb3b67a0d6231e74ced6c5f	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:12856	7528	YY1	2
ff0ae1e4e9073a5bd819433716785b87	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:11621	6927	HNF1A	2
2da2ce17f0b36cafe21941a7797f7685	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:11331	6752	SSTR2	2
326add9f9c5396db19342c4dcd983dbc	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:11219	6678	SPARC	2
d7c6ebc94fe57d6adcd85384f515bad6	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:11180	6648	SOD2	2
a53c7b1196c9e5ebd5a482cfb8edaebe	Tumor_Suppressor	DOID:1790	malignant mesothelioma	HGNC:7765	4763	NF1	2
ffb1433ec8c7d89685468f056e8f3634	Tumor_Suppressor	DOID:1790	malignant mesothelioma	HGNC:30064	55193	PBRM1	2
37e1a9d0b69e1525191913d1558afe98	Tumor_Suppressor	DOID:1790	malignant mesothelioma	HGNC:18420	29072	SETD2	2
89cdc72532ff00d55aa22d9483e0205e	Tumor_Suppressor	DOID:1785	pituitary cancer	HGNC:358	9049	AIP	2
830597be5120e6a64f00411c77f443c7	Tumor_Suppressor	DOID:1785	pituitary cancer	HGNC:24201	56475	RPRM	2
cee9c6d80dd0ff765811b5ed52fe1771	Tumor_Suppressor	DOID:1781	thyroid cancer	HGNC:9858	5909	RAP1GAP	2
c461973c2a480f333ba16d9888e9b058	Tumor_Suppressor	DOID:1781	thyroid cancer	HGNC:12872	7545	ZIC1	2
ec0960a9d512da8e008b4aa7d6e27cc2	Tumor_Suppressor	DOID:1749	squamous cell carcinoma	HGNC:25839	57822	GRHL3	2
3d3ff609ed1b743477f7183692a7cc7d	Tumor_Suppressor	DOID:1749	squamous cell carcinoma	HGNC:13518	25932	CLIC4	2
154588ad7bb919803e433656226c0a38	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9891	5932	RBBP8	2
7ff9de2f1c850b3ea26c3b1c632b6350	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9884	5925	RB1	2
e8a7e2cc982b3c60225e7934f9d8af7f	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9874	9462	RASAL2	2
471fe22eff2c5ce3108002b55c63f43e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9867	5918	RARRES1	2
68cff27e167ca5bd722e8893ab9c601e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9647	5784	PTPN14	2
1e0398eb4e9fddb4ef804357a32628ce	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9646	5783	PTPN13	2
f458c42b0442a8b95862ee6b8a4b9fe0	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9591	5729	PTGDR	2
f1ea30017c408abb0d3e25a01095d629	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9459	5629	PROX1	2
719e6d4111dbcbaced702a0b34f8f385	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9352	5052	PRDX1	2
40cb96f1b48afba2562f37e350265227	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9236	5468	PPARG	2
74c3ad7185395ad5d3f187cd1732d614	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9077	5347	PLK1	2
8dc6d3f1b3a9f87c4a475a138a7df634	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9042	22925	PLA2R1	2
69c375520685c85ddec0f645f045fda4	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:8912	5245	PHB	2
d257cd119d038ee296ad86b327664d8e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:8763	27250	PDCD4	2
5702e857754019691709da359c7ee3e7	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:8660	5100	PCDH8	2
6b47db8d81901f2bfd46b79852b89bda	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:7883	4854	NOTCH3	2
aac712e11b9313af1215792a20b173db	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:777	463	ZFHX3	2
925c60db74e6e6492e81794fadb12671	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:7413	4507	MTAP	2
5abdfb94a15ef2ea9ceb4b3db607b845	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6934	4162	MCAM	2
e9ff2a91912264c21742c3d06c84d2b1	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6881	5599	MAPK8	2
747a05d4d33bca939597bb14de6749e9	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6848	4214	MAP3K1	2
d38783bffb40de123f380874029a601e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6844	6416	MAP2K4	2
3d924fe1b111a45150cc22f6dc8f415e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6597	3977	LIFR	2
558cb51dfdb46e2031d54bee537c678d	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6465	8844	KSR1	2
044fb73a4ce1ca0e59472c978a94c1e5	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6436	3880	KRT19	2
691bc83dea4617f807c368f1a3d113df	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:6367	5653	KLK6	2
428331515b9c4c87aac38466b05a67d1	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:5467	3482	IGF2R	2
bdb08fac8cc34a31b1401de35a85ac5f	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:5109	3205	HOXA9	2
a800e1202fb34d04a1bee5792bee6d68	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:5106	3202	HOXA5	2
cb25958ea01331d95d8469c739c3834c	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4910	3091	HIF1A	2
4df7afc4df5a6571ab1b7d10ce20bf65	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4462	10457	GPNMB	2
b35e84c251c10ad6f63cd10c5adc5a81	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4217	2658	GDF2	2
1b4161a1e9e97a3873f2a8993cd42ebd	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4216	10220	GDF11	2
fa80477384e76649db0b04d061021085	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:4067	11337	GABARAP	2
28fdf87cf501421a47677dee7bf5d02c	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:391	207	AKT1	2
0bc25d48b5a680d808147be10c55ffba	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3761	23768	FLRT2	2
4197d0c067ac18839d12faa39936baf5	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3557	2170	FABP3	2
a08c213abdf6ced037044a1317e2347c	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3527	2146	EZH2	2
f3fc5928115c16d9eaeb0fad311c2dff	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3489	2114	ETS2	2
16b24396364caa9f2209217aea62d2b6	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:347	79026	AHNAK	2
ca511914164b9669fe1df24884c06ded	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3432	2066	ERBB4	2
a46552b092fb0234d0d19523e97bfedc	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3430	2064	ERBB2	2
de3b5700aaadf14e4c2f2cdb682de111	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3396	2051	EPHB6	2
c4bdb389f1f0a390afb6edb501cfcae9	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:33495	414899	BLID	2
3ad4225c76f4dc21e0e648b70d1e4882	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3277	3646	EIF3E	2
a2df531111731272144e17b724370507	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3238	1958	EGR1	2
b2529c16a23978ddd10cb28724e457e8	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3113	1869	E2F1	2
dd192ab8716b0a7a003b1e8a22913869	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:3070	1846	DUSP4	2
